ECG,Heart Rate
0.101624,85
0.10376,85
0.105896,85
0.108337,85
0.110779,85
0.11322,85
0.115356,85
0.117798,85
0.120239,85
0.122375,85
0.124817,85
0.127563,85
0.130005,85
0.132446,85
0.134583,85
0.136414,85
0.137939,85
0.13916,85
0.140076,85
0.141296,85
0.142212,85
0.142822,85
0.143127,85
0.143433,85
0.143738,85
0.144043,85
0.144043,85
0.144348,85
0.144653,85
0.144958,85
0.144653,85
0.144348,85
0.144043,85
0.144043,85
0.144043,85
0.144348,85
0.144348,85
0.144043,85
0.143433,85
0.142517,85
0.141602,85
0.140686,85
0.139771,85
0.13855,85
0.137329,85
0.135193,85
0.132446,85
0.129395,85
0.125732,85
0.121765,85
0.117493,85
0.112915,85
0.108337,85
0.103149,85
0.0973511,85
0.0915527,85
0.0854492,85
0.0793457,85
0.0726318,85
0.065918,85
0.0595093,85
0.0527954,85
0.0466919,85
0.0405884,85
0.03479,85
0.0289917,85
0.0238037,85
0.0186157,85
0.0137329,85
0.00946045,85
0.00549316,85
0.00183105,85
-0.00152588,85
-0.00457764,85
-0.00732422,85
-0.010376,85
-0.0131226,85
-0.0158691,85
-0.0183105,85
-0.020752,85
-0.0231934,85
-0.0253296,85
-0.0274658,85
-0.0296021,85
-0.0317383,85
-0.0338745,85
-0.0363159,85
-0.0384521,85
-0.0408936,85
-0.0436401,85
-0.0460815,85
-0.0482178,85
-0.0506592,85
-0.0527954,85
-0.0549316,85
-0.057373,85
-0.0595093,85
-0.0619507,85
-0.0643921,85
-0.0668335,85
-0.0689697,85
-0.0704956,85
-0.071106,85
-0.071106,85
-0.0708008,85
-0.0704956,85
-0.0701904,85
-0.0695801,85
-0.0692749,85
-0.0689697,85
-0.0686646,85
-0.0683594,85
-0.067749,85
-0.0671387,85
-0.0668335,85
-0.0665283,85
-0.0668335,85
-0.067749,85
-0.0689697,85
-0.0704956,85
-0.0720215,85
-0.0732422,85
-0.0744629,85
-0.0756836,85
-0.0765991,85
-0.078125,85
-0.0796509,85
-0.0811768,85
-0.0827026,85
-0.0839233,85
-0.0848389,85
-0.0848389,85
-0.0842285,85
-0.0830078,85
-0.0817871,85
-0.0805664,85
-0.0793457,85
-0.078125,85
-0.0769043,85
-0.0756836,85
-0.0744629,85
-0.072937,85
-0.0714111,85
-0.0698853,85
-0.0683594,85
-0.0668335,85
-0.0656128,85
-0.0646973,85
-0.0637817,85
-0.0634766,85
-0.0634766,85
-0.0634766,85
-0.0634766,85
-0.0637817,85
-0.0640869,85
-0.0643921,85
-0.0643921,85
-0.0643921,85
-0.0643921,85
-0.0643921,85
-0.0643921,85
-0.0640869,85
-0.0640869,85
-0.0637817,85
-0.0634766,85
-0.0631714,85
-0.062561,85
-0.0622559,85
-0.0619507,85
-0.0616455,85
-0.0616455,85
-0.0613403,85
-0.06073,85
-0.0601196,85
-0.0592041,85
-0.0582886,85
-0.057373,85
-0.0567627,85
-0.0558472,85
-0.0552368,85
-0.0546265,85
-0.0537109,85
-0.0524902,85
-0.0512695,85
-0.0500488,85
-0.0488281,85
-0.0479126,85
-0.0473022,85
-0.0466919,85
-0.0457764,85
-0.0448608,85
-0.0439453,85
-0.0430298,85
-0.0421143,85
-0.0411987,85
-0.039978,85
-0.0387573,85
-0.0369263,85
-0.0357056,85
-0.03479,85
-0.0341797,85
-0.0341797,85
-0.0344849,85
-0.0350952,85
-0.0354004,85
-0.0360107,85
-0.0369263,85
-0.0378418,85
-0.0387573,85
-0.039978,85
-0.0408936,85
-0.0418091,85
-0.0427246,85
-0.0430298,85
-0.043335,85
-0.0436401,85
-0.0439453,85
-0.0442505,85
-0.0445557,85
-0.0445557,85
-0.0442505,85
-0.0439453,85
-0.0436401,85
-0.0430298,85
-0.0427246,85
-0.0424194,85
-0.0418091,85
-0.0411987,85
-0.0402832,85
-0.0393677,85
-0.0384521,85
-0.0378418,85
-0.0369263,85
-0.0363159,85
-0.0357056,85
-0.03479,85
-0.0341797,85
-0.0335693,85
-0.032959,85
-0.0323486,85
-0.0314331,85
-0.0305176,85
-0.0296021,85
-0.0289917,85
-0.0280762,85
-0.0268555,85
-0.0256348,85
-0.0244141,85
-0.0234985,85
-0.022583,85
-0.0222778,85
-0.0222778,85
-0.022583,85
-0.0231934,85
-0.0238037,85
-0.0250244,85
-0.0265503,85
-0.0280762,85
-0.0296021,85
-0.0314331,85
-0.032959,85
-0.0341797,85
-0.0354004,85
-0.0360107,85
-0.0366211,85
-0.0366211,85
-0.0366211,85
-0.0363159,85
-0.0360107,85
-0.0357056,85
-0.0354004,85
-0.0350952,85
-0.03479,85
-0.0344849,85
-0.0338745,85
-0.0335693,85
-0.032959,85
-0.0326538,85
-0.0323486,85
-0.0326538,85
-0.032959,85
-0.0335693,85
-0.0344849,85
-0.0357056,85
-0.0366211,85
-0.0372314,85
-0.0384521,85
-0.0393677,85
-0.0408936,85
-0.0421143,85
-0.0430298,85
-0.0436401,85
-0.043335,85
-0.0427246,85
-0.0418091,85
-0.0408936,85
-0.0396729,85
-0.0387573,85
-0.0378418,85
-0.0369263,85
-0.0357056,85
-0.03479,85
-0.0335693,85
-0.0326538,85
-0.0317383,85
-0.0311279,85
-0.0311279,85
-0.0308228,85
-0.0308228,85
-0.0311279,85
-0.0311279,85
-0.0311279,85
-0.0311279,85
-0.0314331,85
-0.0320435,85
-0.032959,85
-0.0338745,85
-0.03479,85
-0.0357056,85
-0.0363159,85
-0.0363159,85
-0.0363159,85
-0.0360107,85
-0.0354004,85
-0.0350952,85
-0.03479,85
-0.0341797,85
-0.0338745,85
-0.0335693,85
-0.0332642,85
-0.0326538,85
-0.0323486,85
-0.0317383,85
-0.0308228,85
-0.0296021,85
-0.0283813,85
-0.0265503,85
-0.0244141,85
-0.0219727,85
-0.0192261,85
-0.0158691,85
-0.0125122,85
-0.00915527,85
-0.00610352,85
-0.00335693,85
-0.000305176,85
0.00274658,85
0.00579834,85
0.0088501,85
0.0115967,85
0.0140381,85
0.0164795,85
0.0186157,85
0.0210571,85
0.0234985,85
0.0259399,85
0.0280762,85
0.0296021,85
0.0308228,85
0.0323486,85
0.0335693,85
0.0354004,85
0.0372314,85
0.0396729,85
0.0421143,85
0.045166,85
0.0479126,85
0.0509644,85
0.0543213,85
0.057373,85
0.06073,85
0.0643921,85
0.067749,85
0.0708008,85
0.0732422,85
0.0750732,85
0.0765991,85
0.0775146,85
0.078125,85
0.078125,85
0.078125,85
0.0775146,85
0.0769043,85
0.0756836,85
0.0738525,85
0.0717163,85
0.0689697,85
0.065918,85
0.0622559,85
0.0585938,85
0.0546265,85
0.0509644,85
0.0473022,85
0.0439453,85
0.0405884,85
0.0372314,85
0.0341797,85
0.0311279,85
0.0280762,85
0.0247192,85
0.0216675,85
0.0186157,85
0.0152588,85
0.012207,85
0.00915527,85
0.00610352,85
0.00305176,85
0,85
-0.00335693,85
-0.00640869,85
-0.00976563,85
-0.0131226,85
-0.0161743,85
-0.0189209,85
-0.0216675,85
-0.0241089,85
-0.0268555,85
-0.0292969,85
-0.0323486,85
-0.0350952,85
-0.0384521,85
-0.0415039,85
-0.0448608,85
-0.0476074,85
-0.0506592,85
-0.0531006,85
-0.0558472,85
-0.0579834,85
-0.0604248,85
-0.0622559,85
-0.0643921,85
-0.0665283,85
-0.0683594,85
-0.0704956,85
-0.0723267,85
-0.0738525,85
-0.0750732,85
-0.0762939,85
-0.0769043,85
-0.0778198,85
-0.0784302,85
-0.0787354,85
-0.0787354,85
-0.0787354,85
-0.078125,85
-0.0775146,85
-0.0762939,85
-0.0750732,85
-0.0735474,85
-0.0717163,85
-0.0695801,85
-0.0671387,85
-0.0650024,85
-0.0628662,85
-0.0610352,85
-0.0601196,85
-0.0595093,85
-0.0595093,85
-0.0598145,85
-0.06073,85
-0.0619507,85
-0.0631714,85
-0.0646973,85
-0.065918,85
-0.0674438,85
-0.0689697,85
-0.0704956,85
-0.0720215,85
-0.0738525,85
-0.0753784,85
-0.0765991,85
-0.0778198,85
-0.0784302,85
-0.0784302,85
-0.0775146,85
-0.0762939,85
-0.0741577,85
-0.0717163,85
-0.0683594,85
-0.0646973,85
-0.0604248,85
-0.0558472,85
-0.050354,85
-0.0439453,85
-0.0369263,85
-0.0286865,85
-0.0195313,85
-0.00915527,85
0.00274658,85
0.0158691,85
0.0305176,85
0.0469971,85
0.0653076,85
0.0857544,85
0.108643,85
0.133362,85
0.160217,85
0.188904,85
0.219421,85
0.25116,85
0.283813,85
0.316162,85
0.3479,85
0.378113,85
0.405884,85
0.429993,85
0.449524,85
0.462952,85
0.470276,85
0.470886,85
0.465393,85
0.453796,85
0.437012,85
0.415039,85
0.388184,85
0.357056,85
0.322266,85
0.284119,85
0.24353,84
0.201111,84
0.158081,84
0.115356,84
0.0738525,84
0.03479,84
-0.000915527,84
-0.0326538,84
-0.0598145,84
-0.0814819,84
-0.0979614,84
-0.108948,84
-0.115051,84
-0.117188,84
-0.115356,84
-0.110474,84
-0.103149,84
-0.0942993,84
-0.0842285,84
-0.0735474,84
-0.062561,84
-0.0521851,84
-0.0421143,84
-0.032959,84
-0.0250244,84
-0.0183105,84
-0.0131226,84
-0.0088501,84
-0.00610352,84
-0.00457764,84
-0.00396729,84
-0.00427246,84
-0.00518799,84
-0.00610352,84
-0.00701904,84
-0.00762939,84
-0.00823975,84
-0.00854492,84
-0.00915527,84
-0.00915527,84
-0.00946045,84
-0.00946045,84
-0.00946045,84
-0.00946045,84
-0.00976563,84
-0.0106812,84
-0.0119019,84
-0.0137329,84
-0.015564,84
-0.017395,84
-0.0189209,84
-0.0201416,84
-0.0216675,84
-0.0228882,84
-0.0244141,84
-0.0256348,84
-0.0268555,84
-0.0283813,84
-0.0296021,84
-0.0311279,84
-0.0326538,84
-0.0341797,84
-0.03479,84
-0.0350952,84
-0.03479,84
-0.0338745,84
-0.032959,84
-0.0314331,84
-0.0299072,84
-0.0283813,84
-0.0271606,84
-0.0256348,84
-0.0241089,84
-0.0228882,84
-0.0216675,84
-0.0201416,84
-0.0189209,84
-0.017395,84
-0.015564,84
-0.0140381,84
-0.012207,84
-0.0106812,84
-0.00915527,84
-0.00762939,84
-0.00640869,84
-0.00579834,84
-0.00549316,84
-0.00518799,84
-0.00549316,84
-0.00579834,84
-0.00610352,84
-0.00640869,84
-0.00732422,84
-0.00793457,84
-0.00823975,84
-0.0088501,84
-0.0088501,84
-0.00915527,84
-0.00915527,84
-0.00946045,84
-0.00946045,84
-0.00946045,84
-0.00915527,84
-0.00854492,84
-0.00762939,84
-0.00640869,84
-0.00457764,84
-0.00244141,84
0,84
0.00244141,84
0.00518799,84
0.00762939,84
0.010376,84
0.0128174,84
0.0152588,84
0.0177002,84
0.0195313,84
0.0213623,84
0.022583,84
0.0238037,84
0.0247192,84
0.0253296,84
0.0259399,84
0.0262451,84
0.0262451,84
0.0259399,84
0.0256348,84
0.0250244,84
0.0247192,84
0.0241089,84
0.0234985,84
0.0231934,84
0.0228882,84
0.022583,84
0.0222778,84
0.0222778,84
0.0222778,84
0.022583,84
0.0231934,84
0.0244141,84
0.0259399,84
0.027771,84
0.0302124,84
0.0323486,84
0.03479,84
0.0369263,84
0.0390625,84
0.0411987,84
0.043335,84
0.0460815,84
0.0488281,84
0.0515747,84
0.0546265,84
0.0570679,84
0.0588989,84
0.0604248,84
0.0616455,84
0.062561,84
0.0631714,84
0.0637817,84
0.0643921,84
0.0653076,84
0.065918,84
0.0668335,84
0.0674438,84
0.067749,84
0.067749,84
0.0680542,84
0.0683594,84
0.0689697,84
0.0695801,84
0.0704956,84
0.0720215,84
0.0738525,84
0.0762939,84
0.0790405,84
0.0823975,84
0.0857544,84
0.0891113,84
0.0924683,84
0.0958252,84
0.0991821,84
0.102234,84
0.105896,84
0.109253,84
0.112915,84
0.116272,84
0.119934,84
0.122986,84
0.125732,84
0.128479,84
0.130615,84
0.132751,84
0.134583,84
0.136108,84
0.137634,84
0.138855,84
0.140076,84
0.140686,84
0.141296,84
0.141907,84
0.142517,84
0.143433,84
0.144348,84
0.145264,84
0.146179,84
0.14679,84
0.147705,84
0.148926,84
0.150146,84
0.151672,84
0.152893,84
0.154114,84
0.15564,84
0.157166,84
0.158691,84
0.159912,84
0.161133,84
0.162354,84
0.163269,84
0.164185,84
0.1651,84
0.166016,84
0.166931,84
0.168152,84
0.168762,84
0.169373,84
0.169373,84
0.169373,84
0.168762,84
0.168152,84
0.167542,84
0.166626,84
0.16571,84
0.164795,84
0.163879,84
0.162659,84
0.161438,84
0.159912,84
0.158081,84
0.15625,84
0.153809,84
0.151062,84
0.14801,84
0.145264,84
0.142212,84
0.13916,84
0.136108,84
0.132446,84
0.128479,84
0.124512,84
0.119629,84
0.114746,84
0.109558,84
0.10376,84
0.0979614,84
0.0918579,84
0.0854492,84
0.0790405,84
0.072937,84
0.0674438,84
0.0622559,84
0.057373,84
0.0524902,84
0.0473022,84
0.0421143,84
0.0369263,84
0.0314331,84
0.0265503,84
0.0216675,84
0.017395,84
0.0134277,84
0.00976563,84
0.00671387,84
0.00366211,84
0.0012207,84
-0.0012207,84
-0.00335693,84
-0.00518799,84
-0.00701904,84
-0.00854492,84
-0.00976563,84
-0.0112915,84
-0.0125122,84
-0.0140381,84
-0.0158691,84
-0.0177002,84
-0.0198364,84
-0.0216675,84
-0.0234985,84
-0.0250244,84
-0.0262451,84
-0.0274658,84
-0.0286865,84
-0.0299072,84
-0.0314331,84
-0.032959,84
-0.0341797,84
-0.0354004,84
-0.0369263,84
-0.038147,84
-0.0396729,84
-0.0408936,84
-0.0421143,84
-0.0430298,84
-0.0439453,84
-0.0445557,84
-0.0454712,84
-0.0463867,84
-0.0473022,84
-0.0482178,84
-0.0491333,84
-0.0494385,84
-0.0494385,84
-0.0491333,84
-0.0485229,84
-0.0482178,84
-0.0482178,84
-0.0482178,84
-0.0482178,84
-0.0485229,84
-0.0485229,84
-0.0482178,84
-0.0476074,84
-0.0469971,84
-0.0460815,84
-0.045166,84
-0.0442505,84
-0.043335,84
-0.0427246,84
-0.0424194,84
-0.0421143,84
-0.0418091,84
-0.0418091,84
-0.0418091,84
-0.0418091,84
-0.0424194,84
-0.0430298,84
-0.0436401,84
-0.0442505,84
-0.0448608,84
-0.0454712,84
-0.0457764,84
-0.0457764,84
-0.0454712,84
-0.0445557,84
-0.043335,84
-0.0418091,84
-0.0402832,84
-0.0387573,84
-0.0375366,84
-0.0366211,84
-0.0354004,84
-0.0338745,84
-0.0320435,84
-0.0302124,84
-0.0286865,84
-0.027771,84
-0.027771,84
-0.0280762,84
-0.0289917,84
-0.0302124,84
-0.0314331,84
-0.0326538,84
-0.0335693,84
-0.0344849,84
-0.0354004,84
-0.0363159,84
-0.0372314,84
-0.038147,84
-0.0387573,84
-0.0390625,84
-0.0393677,84
-0.0393677,84
-0.0390625,84
-0.0384521,84
-0.0372314,84
-0.0360107,84
-0.0344849,84
-0.0326538,84
-0.0305176,84
-0.0286865,84
-0.0268555,84
-0.0250244,84
-0.0234985,84
-0.0222778,84
-0.0213623,84
-0.0204468,84
-0.0198364,84
-0.0192261,84
-0.0186157,84
-0.0183105,84
-0.0180054,84
-0.0180054,84
-0.0180054,84
-0.0180054,84
-0.0177002,84
-0.0170898,84
-0.0164795,84
-0.015564,84
-0.0149536,84
-0.0143433,84
-0.0137329,84
-0.0134277,84
-0.0131226,84
-0.0131226,84
-0.0131226,84
-0.0131226,84
-0.0131226,84
-0.0131226,84
-0.0134277,84
-0.0137329,84
-0.0140381,84
-0.0143433,84
-0.0143433,84
-0.0143433,84
-0.0140381,84
-0.0137329,84
-0.0134277,84
-0.0131226,84
-0.0125122,84
-0.0119019,84
-0.0112915,84
-0.0100708,84
-0.0088501,84
-0.00762939,84
-0.00640869,84
-0.00518799,84
-0.00427246,84
-0.00335693,84
-0.00274658,84
-0.00183105,84
-0.0012207,84
-0.000915527,84
-0.000610352,84
-0.000610352,84
-0.000915527,84
-0.00152588,84
-0.00213623,84
-0.00305176,84
-0.00427246,84
-0.00518799,84
-0.00640869,84
-0.00732422,84
-0.00793457,84
-0.00854492,84
-0.00946045,84
-0.0100708,84
-0.0109863,84
-0.0115967,84
-0.012207,84
-0.0125122,84
-0.0125122,84
-0.012207,84
-0.0119019,84
-0.0109863,84
-0.010376,84
-0.00976563,84
-0.00915527,84
-0.00854492,84
-0.00823975,84
-0.00823975,84
-0.00854492,84
-0.0088501,84
-0.0088501,84
-0.00854492,84
-0.00823975,84
-0.00793457,84
-0.00823975,84
-0.00915527,84
-0.0100708,84
-0.0109863,84
-0.0115967,84
-0.0119019,84
-0.012207,84
-0.012207,84
-0.012207,84
-0.0119019,84
-0.0119019,84
-0.0115967,84
-0.0115967,84
-0.0115967,84
-0.0115967,84
-0.0112915,84
-0.0106812,84
-0.00976563,84
-0.00854492,84
-0.00762939,84
-0.00701904,84
-0.00640869,84
-0.00640869,84
-0.00671387,84
-0.00732422,84
-0.00793457,84
-0.0088501,84
-0.00976563,84
-0.0106812,84
-0.0109863,84
-0.0115967,84
-0.0115967,84
-0.0119019,84
-0.0119019,84
-0.012207,84
-0.012207,84
-0.0125122,84
-0.0128174,84
-0.0128174,84
-0.0131226,84
-0.0134277,84
-0.0137329,84
-0.0140381,84
-0.0140381,84
-0.0140381,84
-0.0137329,84
-0.0137329,84
-0.0137329,84
-0.0143433,84
-0.015564,84
-0.0167847,84
-0.0183105,84
-0.0195313,84
-0.0204468,84
-0.0210571,84
-0.0213623,84
-0.0219727,84
-0.022583,84
-0.0234985,84
-0.0244141,84
-0.0256348,84
-0.0265503,84
-0.0271606,84
-0.027771,84
-0.0274658,84
-0.0265503,84
-0.0256348,84
-0.0241089,84
-0.0222778,84
-0.020752,84
-0.0192261,84
-0.0177002,84
-0.0167847,84
-0.0158691,84
-0.0152588,84
-0.0146484,84
-0.0143433,84
-0.0140381,84
-0.0143433,84
-0.0143433,84
-0.0149536,84
-0.015564,84
-0.0158691,84
-0.0164795,84
-0.0170898,84
-0.0177002,84
-0.0183105,84
-0.0186157,84
-0.0192261,84
-0.0195313,84
-0.0201416,84
-0.0213623,84
-0.022583,84
-0.0241089,84
-0.0253296,84
-0.0262451,84
-0.0268555,84
-0.0271606,84
-0.0268555,84
-0.0265503,84
-0.0265503,84
-0.0262451,84
-0.0262451,84
-0.0268555,84
-0.0274658,84
-0.0280762,84
-0.0289917,84
-0.0296021,84
-0.0299072,84
-0.0302124,84
-0.0299072,84
-0.0296021,84
-0.0289917,84
-0.027771,84
-0.0265503,84
-0.0250244,84
-0.0234985,84
-0.0219727,84
-0.0204468,84
-0.0189209,84
-0.017395,84
-0.0158691,84
-0.0146484,84
-0.0137329,84
-0.0125122,84
-0.0115967,84
-0.0109863,84
-0.0109863,84
-0.0109863,84
-0.0112915,84
-0.0119019,84
-0.0131226,84
-0.0140381,84
-0.0152588,84
-0.0164795,84
-0.017395,84
-0.0186157,84
-0.0195313,84
-0.020752,84
-0.0219727,84
-0.0228882,84
-0.0231934,84
-0.0231934,84
-0.0228882,84
-0.0222778,84
-0.0216675,84
-0.020752,84
-0.0195313,84
-0.0177002,84
-0.0158691,84
-0.0134277,84
-0.0109863,84
-0.00823975,84
-0.00549316,84
-0.00274658,84
0,84
0.00244141,84
0.00488281,84
0.00762939,84
0.010376,84
0.0128174,84
0.0152588,84
0.0177002,84
0.0198364,84
0.0219727,84
0.0241089,84
0.0262451,84
0.0280762,84
0.0299072,84
0.0317383,84
0.0335693,84
0.0357056,84
0.038147,84
0.0405884,84
0.043335,84
0.0463867,84
0.0494385,84
0.0524902,84
0.055542,84
0.0588989,84
0.0622559,84
0.065918,84
0.0695801,84
0.0732422,84
0.0765991,84
0.0796509,84
0.0823975,84
0.0845337,84
0.0860596,84
0.0872803,84
0.0878906,84
0.0878906,84
0.0875854,84
0.0869751,84
0.0857544,84
0.0845337,84
0.0827026,84
0.0802612,84
0.0775146,84
0.0741577,84
0.0704956,84
0.0665283,84
0.062561,84
0.0582886,84
0.0543213,84
0.050354,84
0.0463867,84
0.0427246,84
0.0390625,84
0.0360107,84
0.032959,84
0.0302124,84
0.0274658,84
0.0250244,84
0.0222778,84
0.0198364,84
0.0170898,84
0.0149536,84
0.0128174,84
0.0109863,84
0.00915527,84
0.00732422,84
0.00579834,84
0.00396729,84
0.00244141,84
0.00152588,84
0.000610352,84
-0.000305176,84
-0.00152588,84
-0.00366211,84
-0.00671387,84
-0.0106812,84
-0.0146484,84
-0.0186157,84
-0.022583,84
-0.0259399,84
-0.0289917,84
-0.0320435,84
-0.0350952,84
-0.038147,84
-0.0411987,84
-0.0442505,84
-0.0469971,84
-0.0497437,84
-0.0521851,84
-0.0543213,84
-0.0558472,84
-0.0567627,84
-0.0567627,84
-0.0564575,84
-0.0558472,84
-0.0549316,84
-0.0540161,84
-0.0531006,84
-0.0524902,84
-0.0518799,84
-0.0509644,84
-0.050354,84
-0.0497437,84
-0.0491333,84
-0.0488281,84
-0.0491333,84
-0.0494385,84
-0.0500488,84
-0.0509644,84
-0.0518799,84
-0.0524902,84
-0.0534058,84
-0.0540161,84
-0.0546265,84
-0.0552368,84
-0.0552368,84
-0.0552368,84
-0.0549316,84
-0.0540161,84
-0.0534058,84
-0.0524902,84
-0.0518799,84
-0.0512695,84
-0.0506592,84
-0.0500488,84
-0.0494385,84
-0.0488281,84
-0.0482178,84
-0.0479126,84
-0.0473022,84
-0.0466919,84
-0.0454712,84
-0.0436401,84
-0.0415039,84
-0.0387573,84
-0.0354004,84
-0.0314331,84
-0.0265503,84
-0.0204468,84
-0.0128174,84
-0.00305176,84
0.00854492,84
0.0222778,84
0.038147,84
0.0564575,84
0.0772095,84
0.100098,84
0.125122,84
0.152283,84
0.181274,84
0.212097,84
0.243835,84
0.2771,84
0.310669,84
0.343933,84
0.375977,84
0.406189,84
0.43335,84
0.457153,84
0.476379,84
0.489807,84
0.496521,84
0.496521,84
0.489807,84
0.476685,84
0.458069,84
0.434265,84
0.405579,84
0.372314,84
0.335388,84
0.29541,84
0.253601,75
0.209961,75
0.166016,75
0.122375,75
0.0793457,75
0.0384521,75
0.000610352,75
-0.0332642,75
-0.062561,75
-0.0863647,75
-0.10437,75
-0.116882,75
-0.123596,75
-0.125427,75
-0.122986,75
-0.116882,75
-0.107727,75
-0.0961304,75
-0.0827026,75
-0.0689697,75
-0.0549316,75
-0.0415039,75
-0.0292969,75
-0.0180054,75
-0.00854492,75
-0.000305176,75
0.00640869,75
0.0119019,75
0.015564,75
0.0183105,75
0.0195313,75
0.0198364,75
0.0189209,75
0.0170898,75
0.0143433,75
0.010376,75
0.00610352,75
0.00152588,75
-0.00305176,75
-0.00701904,75
-0.0106812,75
-0.0140381,75
-0.0164795,75
-0.0186157,75
-0.0201416,75
-0.0213623,75
-0.022583,75
-0.0234985,75
-0.0241089,75
-0.0247192,75
-0.0247192,75
-0.0247192,75
-0.0247192,75
-0.0247192,75
-0.0238037,75
-0.022583,75
-0.020752,75
-0.0189209,75
-0.017395,75
-0.0158691,75
-0.0146484,75
-0.0131226,75
-0.0119019,75
-0.0106812,75
-0.00976563,75
-0.0088501,75
-0.00823975,75
-0.00793457,75
-0.00762939,75
-0.00762939,75
-0.00762939,75
-0.00762939,75
-0.00732422,75
-0.00701904,75
-0.00701904,75
-0.00701904,75
-0.00701904,75
-0.00732422,75
-0.00732422,75
-0.00732422,75
-0.00671387,75
-0.00610352,75
-0.00488281,75
-0.00366211,75
-0.00213623,75
-0.000610352,75
0.000610352,75
0.00183105,75
0.00305176,75
0.00427246,75
0.00549316,75
0.00671387,75
0.00793457,75
0.0088501,75
0.00946045,75
0.0100708,75
0.010376,75
0.0106812,75
0.0106812,75
0.0106812,75
0.0109863,75
0.0112915,75
0.0115967,75
0.0115967,75
0.0115967,75
0.0119019,75
0.012207,75
0.0125122,75
0.0128174,75
0.0131226,75
0.0137329,75
0.0143433,75
0.015564,75
0.0167847,75
0.0180054,75
0.0189209,75
0.0192261,75
0.0195313,75
0.0195313,75
0.0192261,75
0.0192261,75
0.0192261,75
0.0195313,75
0.0204468,75
0.0213623,75
0.022583,75
0.0241089,75
0.0259399,75
0.027771,75
0.0296021,75
0.0314331,75
0.0332642,75
0.0350952,75
0.0369263,75
0.0387573,75
0.0402832,75
0.0421143,75
0.0439453,75
0.0457764,75
0.0476074,75
0.0494385,75
0.0509644,75
0.0521851,75
0.0527954,75
0.0534058,75
0.0537109,75
0.0540161,75
0.0540161,75
0.0540161,75
0.0540161,75
0.0540161,75
0.0543213,75
0.0546265,75
0.0549316,75
0.0552368,75
0.0558472,75
0.0561523,75
0.0567627,75
0.0579834,75
0.0592041,75
0.0613403,75
0.0634766,75
0.065918,75
0.0680542,75
0.0701904,75
0.0717163,75
0.0732422,75
0.0747681,75
0.0762939,75
0.0778198,75
0.0790405,75
0.0802612,75
0.0814819,75
0.0830078,75
0.0848389,75
0.0866699,75
0.0888062,75
0.0912476,75
0.093689,75
0.0961304,75
0.098877,75
0.101318,75
0.10376,75
0.106201,75
0.108643,75
0.111084,75
0.11322,75
0.115662,75
0.117798,75
0.120544,75
0.122986,75
0.125122,75
0.126648,75
0.128174,75
0.129395,75
0.13031,75
0.131226,75
0.131836,75
0.132141,75
0.132751,75
0.133667,75
0.134583,75
0.135498,75
0.136719,75
0.137939,75
0.139465,75
0.140991,75
0.142822,75
0.144958,75
0.147095,75
0.149231,75
0.151367,75
0.153809,75
0.15625,75
0.158386,75
0.160522,75
0.162354,75
0.163879,75
0.1651,75
0.166321,75
0.167542,75
0.168457,75
0.169067,75
0.169373,75
0.169373,75
0.169067,75
0.169067,75
0.168762,75
0.168457,75
0.168457,75
0.168152,75
0.168152,75
0.167847,75
0.167236,75
0.166626,75
0.16571,75
0.16449,75
0.162964,75
0.161133,75
0.159607,75
0.157471,75
0.155334,75
0.152893,75
0.149841,75
0.146179,75
0.142212,75
0.137939,75
0.133057,75
0.127869,75
0.122681,75
0.117188,75
0.111694,75
0.106201,75
0.100403,75
0.0949097,75
0.0897217,75
0.0845337,75
0.0793457,75
0.0741577,75
0.0689697,75
0.0640869,75
0.0595093,75
0.0552368,75
0.0506592,75
0.0463867,75
0.0418091,75
0.0375366,75
0.0335693,75
0.0299072,75
0.0265503,75
0.0228882,75
0.0192261,75
0.0152588,75
0.0109863,75
0.00671387,75
0.00244141,75
-0.00152588,75
-0.00579834,75
-0.00976563,75
-0.0137329,75
-0.0177002,75
-0.0216675,75
-0.0253296,75
-0.0289917,75
-0.0323486,75
-0.0350952,75
-0.0372314,75
-0.0390625,75
-0.0408936,75
-0.0424194,75
-0.0436401,75
-0.0442505,75
-0.0448608,75
-0.045166,75
-0.0454712,75
-0.0463867,75
-0.0473022,75
-0.0482178,75
-0.0497437,75
-0.0512695,75
-0.0524902,75
-0.0537109,75
-0.0546265,75
-0.055542,75
-0.0561523,75
-0.0570679,75
-0.0579834,75
-0.0592041,75
-0.0601196,75
-0.0613403,75
-0.062561,75
-0.0637817,75
-0.0653076,75
-0.0665283,75
-0.0674438,75
-0.0683594,75
-0.0692749,75
-0.0695801,75
-0.0695801,75
-0.0692749,75
-0.0686646,75
-0.0680542,75
-0.0671387,75
-0.0662231,75
-0.0653076,75
-0.0643921,75
-0.0634766,75
-0.062561,75
-0.0619507,75
-0.0613403,75
-0.0610352,75
-0.06073,75
-0.0601196,75
-0.0595093,75
-0.0588989,75
-0.0579834,75
-0.0570679,75
-0.0564575,75
-0.0558472,75
-0.0549316,75
-0.0546265,75
-0.0543213,75
-0.0546265,75
-0.0552368,75
-0.0558472,75
-0.0564575,75
-0.0567627,75
-0.057373,75
-0.0576782,75
-0.0579834,75
-0.0582886,75
-0.0585938,75
-0.0588989,75
-0.0585938,75
-0.0582886,75
-0.0579834,75
-0.0576782,75
-0.0570679,75
-0.0564575,75
